ID,Place_Name,type,City,Budget_Level,Age_Group,Trip_Type,Description,Latitude,Longitude,Coordinate_Source,Geocode_Status,Estimated_Cost_ILS,Place_Name_AR,Description_AR,Description_EN,Image_URL
161,St. Stephan's church,Religious,Jerusalem,Medium,All,Religious,"St. Stephen's Church, near Damascus Gate, stands at the traditional site associated with the martyrdom of St. Stephen and is linked to the nearby École Biblique.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,35,كنيسة القديس إسطفانوس,كنيسة القديس إسطفانوس، قرب باب العامود، تقع عند الموقع التقليدي المرتبط باستشهاد القديس إسطفانوس، وترتبط بالمدرسة الكتابية القريبة.,"St. Stephen's Church, near Damascus Gate, stands at the traditional site associated with the martyrdom of St. Stephen and is linked to the nearby أ‰cole Biblique.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3UMqahUQ0TCPzaiGgjNe9T4tgMVHr2rHx6Ju5jhQyew&s=10
162,St. Thomas Church,Religious,Jerusalem,Medium,All,Religious,St. Thomas Church is an Armenian church located within Jerusalem's Old City.,31.784868,35.228567,OpenStreetMap Photon,Matched,30,كنيسة القديس توما,كنيسة القديس توما كنيسة أرمنية تقع داخل البلدة القديمة بالقدس.,St. Thomas Church is an Armenian church located within Jerusalem's Old City.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA8YBrwTQXafo9RgKoiRA92YEy_XfxlOQiXotzYdZaiw&s=10
163,Dominos Flevit,Religious,Jerusalem,Low,All,Religious,"Dominus Flevit is a Franciscan chapel on the Mount of Olives, built in the shape of a teardrop to mark the spot where Jesus is said to have wept over Jerusalem.",31.777985,35.241912,OpenStreetMap Photon,Matched,0,كنيسة دومينوس فليفيت (بكاء المسيح),دومينوس فليفيت كنيسة فرنسيسكانية على جبل الزيتون، بُنيت على شكل دمعة لتخليد الموقع الذي يُقال إن المسيح بكى فيه على القدس.,"Dominus Flevit is a Franciscan chapel on the Mount of Olives, built in the shape of a teardrop to mark the spot where Jesus is said to have wept over Jerusalem.",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/Dominus_Flevit_Church_-_exterior_view.jpg/960px-Dominus_Flevit_Church_-_exterior_view.jpg?utm_source=en.wikipedia.org&utm_campaign=parser&utm_content=thumbnail
164,Ecce Homo ( Lithostrotos and Basilica),Religious,Jerusalem,Medium,All,Religious,Ecce Homo (Lithostrotos and Basilica) is a convent and church on the Via Dolorosa built over ancient paving stones traditionally associated with Pilate's judgment of Jesus.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,20,إكّي هومو (الحجارة المرصوفة والبازيليكا),إكّي هومو (الحجارة المرصوفة والبازيليكا) دير وكنيسة على طريق الآلام بُنيا فوق حجارة رصف قديمة ترتبط تقليدياً بمحاكمة بيلاطس للمسيح.,Ecce Homo (Lithostrotos and Basilica) is a convent and church on the Via Dolorosa built over ancient paving stones traditionally associated with Pilate's judgment of Jesus.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0RbX5ohrJr4BQd8oCJ-I4CltNMLWmGzH32HYLip9hlA&s=10
165,Cathedral of the Annunciation of the Virgin,Religious,Jerusalem,Low,All,Religious,This cathedral in Jerusalem's Old City is associated with the Annunciation tradition and serves the local Christian community; visitors should verify current denominational affiliation and opening hours locally.,31.77737,35.228349,OpenStreetMap Photon,Matched,0,كاتدرائية بشارة السيدة العذراء,ترتبط هذه الكاتدرائية في البلدة القديمة بالقدس بتقليد البشارة وتخدم الجالية المسيحية المحلية؛ يُنصح الزوار بالتحقق من الانتماء الطائفي الحالي وساعات العمل محلياً.,This cathedral in Jerusalem's Old City is associated with the Annunciation tradition and serves the local Christian community; visitors should verify current denominational affiliation and opening hours locally.,https://navicup.com//upload/map-files/images/4119/image_25.png
166,Flagelation Monastery,Religious,Jerusalem,Medium,All,Religious,"The Flagellation Monastery, run by the Franciscans on the Via Dolorosa, marks the traditional site where Jesus was flogged before his crucifixion and houses an archaeological museum.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,25,دير الجلد,دير الجلد، الذي يديره الفرنسيسكان على طريق الآلام، يُخلّد الموقع التقليدي لجلد المسيح قبل صلبه، ويضم متحفاً أثرياً.,"The Flagellation Monastery, run by the Franciscans on the Via Dolorosa, marks the traditional site where Jesus was flogged before his crucifixion and houses an archaeological museum.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMliRgdBzq-EIYS3vY3P2WhrLDg0zlHIZPxQrLdoPMVg&s=10
167,The Garden Tomb,Religious,Jerusalem,Medium,All,Religious,"The Garden Tomb, near Damascus Gate, is a rock-cut tomb set in a garden that many Protestant visitors regard as a possible alternative site to the Church of the Holy Sepulchre for Jesus's burial and resurrection.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,20,القبر المجاني (حديقة القبر),القبر المجاني، قرب باب العامود، قبر منحوت في الصخر داخل حديقة، ويعتبره كثير من الزوار البروتستانت موقعاً بديلاً محتملاً لكنيسة القيامة كمكان دفن وقيامة المسيح.,"The Garden Tomb, near Damascus Gate, is a rock-cut tomb set in a garden that many Protestant visitors regard as a possible alternative site to the Church of the Holy Sepulchre for Jesus's burial and resurrection.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsxKtx8oZJeKhpJowI2lpT0_EZnc3Vv3tjcH0y3VRP9LNKAzZqe4MyYdnS&s=10
168,Franciscan bookshop,Religious,Jerusalem,Low,All,Religious,"The Franciscan bookshop, run by the Custody of the Holy Land, sells religious literature, guides, and souvenirs near Jerusalem's Old City.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,المكتبة الفرنسيسكانية,تبيع المكتبة الفرنسيسكانية، التي تديرها حراسة الأراضي المقدسة، الكتب الدينية والأدلة والهدايا التذكارية قرب البلدة القديمة بالقدس.,"The Franciscan bookshop, run by the Custody of the Holy Land, sells religious literature, guides, and souvenirs near Jerusalem's Old City.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-EHt5kCeWEn7zTi24M2vIeeVVK6RWIlFZ6baEqi_-Kg&s=10
169,Sixth station (Veronica),Religious,Jerusalem,Low,All,Religious,The Sixth Station of the Via Dolorosa traditionally marks the spot where Veronica is said to have wiped Jesus's face with her veil.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,المحطة السادسة (فيرونيكا),تُخلّد المحطة السادسة من طريق الآلام تقليدياً الموقع الذي يُقال إن فيرونيكا مسحت فيه وجه المسيح بمنديلها.,The Sixth Station of the Via Dolorosa traditionally marks the spot where Veronica is said to have wiped Jesus's face with her veil.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScmkvt-aTkeCLDJe-gtqHKF3yzrrwC9it1w224ZT0aGA&s=10
170,Greek Orthodox Patriarchate Jerusalem,Religious,Jerusalem,Low,All,Religious,"The Greek Orthodox Patriarchate of Jerusalem is one of the oldest Christian institutions in the Old City, overseeing numerous churches and holy sites across the region.",31.778225,35.227875,OpenStreetMap Photon,Matched,0,البطريركية الأرثوذكسية اليونانية بالقدس,البطريركية الأرثوذكسية اليونانية بالقدس واحدة من أقدم المؤسسات المسيحية في البلدة القديمة، وتشرف على كنائس ومواقع مقدسة عديدة في المنطقة.,"The Greek Orthodox Patriarchate of Jerusalem is one of the oldest Christian institutions in the Old City, overseeing numerous churches and holy sites across the region.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHPdhJ1zz-8i0jEAfWWZXjjvBdX1gfni8xwewkQeBDSw&s=10
171,The Church of The Holy Sepulchre,Religious,Jerusalem,Medium,All,Religious,"The Church of the Holy Sepulchre is among the holiest sites in Christianity, traditionally believed to encompass both Golgotha, where Jesus was crucified, and the tomb from which he is said to have risen; it is shared by several Christian denominations.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,40,كنيسة القيامة,كنيسة القيامة من أقدس المواقع في المسيحية، ويُعتقد تقليدياً أنها تضم كلاً من الجلجثة، حيث صُلب المسيح، والقبر الذي يُقال إنه قام منه؛ وتتشاركها عدة طوائف مسيحية.,"The Church of the Holy Sepulchre is among the holiest sites in Christianity, traditionally believed to encompass both Golgotha, where Jesus was crucified, and the tomb from which he is said to have risen; it is shared by several Christian denominations.",https://pal48.ps/images/articles/641/191688385362.jpeg
172,Gethsemane Basilica (church of all nations),Religious,Jerusalem,Medium,All,Religious,"The Basilica of the Agony (Church of All Nations), run by the Franciscans at the foot of the Mount of Olives, is built over the rock where Jesus is said to have prayed the night before his arrest.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,45,بازيليكا جثسيماني (كنيسة كل الأمم),بازيليكا الآلام (كنيسة كل الأمم)، التي يديرها الفرنسيسكان عند سفح جبل الزيتون، بُنيت فوق الصخرة التي يُقال إن المسيح صلى عليها ليلة اعتقاله.,"The Basilica of the Agony (Church of All Nations), run by the Franciscans at the foot of the Mount of Olives, is built over the rock where Jesus is said to have prayed the night before his arrest.",https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/Basilica_of_the_Agony_%28Church_of_All_Nations%29_interior%2C_Jerusalem%2C_2018.jpg/330px-Basilica_of_the_Agony_%28Church_of_All_Nations%29_interior%2C_Jerusalem%2C_2018.jpg?utm_source=ar.wikipedia.org&utm_campaign=parser&utm_content=thumbnail
173,Gethsemane Grotto,Religious,Jerusalem,Low,All,Religious,The Gethsemane Grotto is a cave near the Garden of Gethsemane traditionally associated with Jesus's arrest.,31.780162,35.239813,OpenStreetMap Photon,Matched,0,مغارة جثسيماني,مغارة جثسيماني كهف قرب بستان جثسيماني يرتبط تقليدياً باعتقال المسيح.,The Gethsemane Grotto is a cave near the Garden of Gethsemane traditionally associated with Jesus's arrest.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9CUfD8xRdBnmxo-93mJlg5zRjCcOMRkyMtO9jT7YV9w&s=10
174,Pater Nostre (Eleona),Religious,Jerusalem,Low,All,Religious,The Pater Noster Church (Eleona) on the Mount of Olives traditionally marks the spot where Jesus taught the Lord's Prayer; its cloister walls are covered with ceramic tile versions of the prayer in over 100 languages.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,كنيسة أبانا (إيلونا),كنيسة أبانا (إيلونا) على جبل الزيتون تُخلّد تقليدياً الموقع الذي علّم فيه المسيح صلاة الرب؛ وتغطي جدران ديرها بلاطات خزفية تحمل نسخ الصلاة بأكثر من 100 لغة.,The Pater Noster Church (Eleona) on the Mount of Olives traditionally marks the spot where Jesus taught the Lord's Prayer; its cloister walls are covered with ceramic tile versions of the prayer in over 100 languages.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXTDkLQ_N9zcPeivDctnW6CjDA4I5igqXxyNpWJhM8lw&s=10
175,St. Lazarus Church and Tomb,Religious,Jerusalem,Medium,All,Religious,"St. Lazarus Church and Tomb, in the town of al-Eizariya (biblical Bethany), stands at the traditional tomb of Lazarus, said to have been raised from the dead by Jesus.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,40,كنيسة وقبر العازر,كنيسة وقبر العازر، في بلدة العيزرية (بيت عنيا التوراتية)، تقع عند القبر التقليدي للعازر، الذي يُقال إن المسيح أقامه من الموت.,"St. Lazarus Church and Tomb, in the town of al-Eizariya (biblical Bethany), stands at the traditional tomb of Lazarus, said to have been raised from the dead by Jesus.",https://upload.wikimedia.org/wikipedia/commons/d/d7/Bethany_Lazarus_church.jpg?utm_source=ar.wikipedia.org&utm_campaign=index&utm_content=original
176,Museum Terra Sancta,Museum,Jerusalem,High,Family,Cultural,"Terra Sancta Museum, run by the Franciscans, showcases archaeology and the history of Christian presence in the Holy Land.",31.78058,35.234068,OpenStreetMap Photon,Matched,105,متحف الأرض المقدسة,يعرض متحف الأرض المقدسة، الذي يديره الفرنسيسكان، الآثار وتاريخ الحضور المسيحي في الأرض المقدسة.,"Terra Sancta Museum, run by the Franciscans, showcases archaeology and the history of Christian presence in the Holy Land.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSaDvUeTlcZon460wMdxy0V6OSNT9nlb7V8RlsZOMjqLPiXCBIWmcq7jc&s=10
177,Lutheran Church of the Redeemer,Religious,Jerusalem,Medium,All,Religious,"The Lutheran Church of the Redeemer in the Old City is known for its bell tower, which visitors can climb for panoramic views over Jerusalem's rooftops.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,30,الكنيسة اللوثرية للمخلّص,تشتهر الكنيسة اللوثرية للمخلّص في البلدة القديمة ببرج أجراسها الذي يمكن للزوار تسلقه للاستمتاع بإطلالة بانورامية على أسطح القدس.,"The Lutheran Church of the Redeemer in the Old City is known for its bell tower, which visitors can climb for panoramic views over Jerusalem's rooftops.",https://www.aljazeera.net/wp-content/uploads/2025/10/GettyImages-520899704-1759745381.jpg?w=770&resize=770%2C505&quality=80
178,St. John the Baptist Monastery,Religious,Jerusalem,Medium,All,Religious,St. John the Baptist Monastery (also known by its Arabic and Greek names) is a Greek Orthodox monastic site in the Jerusalem area associated with the veneration of St. John the Baptist.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,50,دير يوحنا المعمدان,دير يوحنا المعمدان (المعروف أيضاً بأسمائه العربية واليونانية) موقع ديري أرثوذكسي يوناني في منطقة القدس مرتبط بتبجيل يوحنا المعمدان.,St. John the Baptist Monastery (also known by its Arabic and Greek names) is a Greek Orthodox monastic site in the Jerusalem area associated with the veneration of St. John the Baptist.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj9I3NTl-Xq18x8igmDxNHzBU2ZVXesllgWM8FSVndNg&s
179,St. Charalambos Monastery,Religious,Jerusalem,Medium,All,Religious,St. Charalambos Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,45,دير القديس خرالمبوس,دير القديس خرالمبوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Charalambos Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://www.beitsahourchurch.ps/images/St._Theodosius.jpg
180,St. Catherine Monastery,Religious,Jerusalem,Medium,All,Religious,St. Catherine Monastery (Jerusalem) is a small Greek Orthodox monastic site distinct from the famous Sinai monastery of the same name.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,40,دير القديسة كاترينا,دير القديسة كاترينا (القدس) موقع ديري أرثوذكسي يوناني صغير، ومنفصل عن دير سيناء الشهير الذي يحمل الاسم نفسه.,St. Catherine Monastery (Jerusalem) is a small Greek Orthodox monastic site distinct from the famous Sinai monastery of the same name.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo0gJbZ140txS11j6tfUa2rLVf4hmOtIAGXF1jyMGlT3eHwGzTGZFx5yr2&s=10
181,Our Lady of Sorrows Armenian Catholic Church,Religious,Jerusalem,Medium,All,Religious,Our Lady of Sorrows Armenian Catholic Church serves Jerusalem's Armenian Catholic community.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,45,كنيسة سيدة الأحزان الأرمنية الكاثوليكية,تخدم كنيسة سيدة الأحزان الأرمنية الكاثوليكية الجالية الأرمنية الكاثوليكية في القدس.,Our Lady of Sorrows Armenian Catholic Church serves Jerusalem's Armenian Catholic community.,https://www.mesopotamiaheritage.org/wp-content/uploads/2019/03/G2.-Cath%C3%A9drale-Notre-Dame-de-Narek.jpg
182,St. George's Cathedral ( the Martyr),Religious,Jerusalem,Low,All,Religious,"St. George's Cathedral (the Martyr) is an Anglican cathedral complex in East Jerusalem, seat of the Anglican Diocese of Jerusalem.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,كاتدرائية القديس جاورجيوس (الشهيد),كاتدرائية القديس جاورجيوس (الشهيد) مجمع كاتدرائي أنجليكاني في القدس الشرقية، مقر أبرشية القدس الأنجليكانية.,"St. George's Cathedral (the Martyr) is an Anglican cathedral complex in East Jerusalem, seat of the Anglican Diocese of Jerusalem.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQRHMZReeOtENxgVBJPdJp1aUwuHBuKJX5_XLipiWIEw&s=10
183,St. SAVIOUR MONASTERY,Religious,Jerusalem,Medium,All,Religious,"St. Saviour's Monastery is the main Franciscan monastery in Jerusalem's Old City, seat of the Custody of the Holy Land.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,55,دير المخلّص,دير المخلّص هو الدير الفرنسيسكاني الرئيسي في البلدة القديمة بالقدس، ومقر حراسة الأراضي المقدسة.,"St. Saviour's Monastery is the main Franciscan monastery in Jerusalem's Old City, seat of the Custody of the Holy Land.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfR30ci9HyebPIXcW37NYbJOxHHmWD519Goxg2dmV-H7GUveck9GKWEy7G&s=10
184,Emmaus - qubeibeh village,Religious,Jerusalem,Low,Family,Religious,"Emmaus (Qubeibeh village) is one of several sites traditionally identified with the biblical village of Emmaus, where the resurrected Jesus is said to have appeared to two disciples.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,عمواس - قرية القبيبة,عمواس (قرية القبيبة) أحد المواقع العديدة المرتبطة تقليدياً بقرية عمواس التوراتية، حيث يُقال إن المسيح القائم ظهر لتلميذين.,"Emmaus (Qubeibeh village) is one of several sites traditionally identified with the biblical village of Emmaus, where the resurrected Jesus is said to have appeared to two disciples.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOXIXbd5hy5yNwy8PNA4cxXe-gU5ansLPPPzteB84-SSSrwpk2Z2PG-tEZ&s=10
185,Galilea Minor Monastery on Mount of Olives,Religious,Jerusalem,Low,All,Religious,Galilea Minor Monastery on the Mount of Olives is a small Greek Orthodox monastic site.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,دير الجليلية الصغرى على جبل الزيتون,دير الجليلية الصغرى على جبل الزيتون موقع ديري أرثوذكسي يوناني صغير.,Galilea Minor Monastery on the Mount of Olives is a small Greek Orthodox monastic site.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvI_j8eQD9sqQrcHQct45NLzMhtQLkdkVBtVPlfgph1HyRkabWdwW0aUE&s=10
186,St Stephan Monastery,Religious,Jerusalem,Medium,All,Religious,"St. Stephen's Monastery is a small Greek Orthodox monastic site in the Jerusalem area, distinct from the Via Dolorosa station of the same saint.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,50,دير القديس إسطفانوس,دير القديس إسطفانوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس، ومنفصل عن محطة طريق الآلام التي تحمل اسم القديس نفسه.,"St. Stephen's Monastery is a small Greek Orthodox monastic site in the Jerusalem area, distinct from the Via Dolorosa station of the same saint.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3UMqahUQ0TCPzaiGgjNe9T4tgMVHr2rHx6Ju5jhQyew&s=10
187,3rd station Via Dolorosa,Religious,Jerusalem,Low,All,Religious,The Third Station of the Via Dolorosa marks the traditional spot of Jesus's first fall while carrying the cross.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,المحطة الثالثة - طريق الآلام,تُخلّد المحطة الثالثة من طريق الآلام تقليدياً سقطة المسيح الأولى وهو يحمل الصليب.,The Third Station of the Via Dolorosa marks the traditional spot of Jesus's first fall while carrying the cross.,https://farahe.wordpress.com/wp-content/uploads/2014/01/d8b2d982d8a7d982-d98ad8a4d8afd98a-d8a5d984d989-d8a7d984d985d8add8b7d8a9d88c-d988d8a7d984d8b0d98a-d98ad982d8b9-d8b9d984d989-d8a7d984d8ac.jpg?w=415&h=277
188,4th Station Via Dolorosa,Religious,Jerusalem,Low,All,Religious,"The Fourth Station of the Via Dolorosa marks the traditional spot where Jesus is said to have met his mother, Mary.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,المحطة الرابعة - طريق الآلام,تُخلّد المحطة الرابعة من طريق الآلام تقليدياً الموقع الذي يُقال إن المسيح التقى فيه بأمه مريم.,"The Fourth Station of the Via Dolorosa marks the traditional spot where Jesus is said to have met his mother, Mary.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEjp6Q13xIRJ19ps5rLWSmMFZV4j_2mRkSR20XUULpYw&s=10
189,5th station Via Dolorosa,Religious,Jerusalem,Low,All,Religious,The Fifth Station of the Via Dolorosa marks where Simon of Cyrene is said to have been compelled to help carry Jesus's cross.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,المحطة الخامسة - طريق الآلام,تُخلّد المحطة الخامسة من طريق الآلام الموقع الذي يُقال إن سمعان القيرواني أُجبر فيه على مساعدة المسيح بحمل الصليب.,The Fifth Station of the Via Dolorosa marks where Simon of Cyrene is said to have been compelled to help carry Jesus's cross.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQL-ExJlzM0ba86Ak09dWYG9KdrfaNKlpwv7GmjWiNM9A&s=10
194,Tomb of Mary,Religious,Jerusalem,Medium,All,Religious,"The Tomb of Mary, in the Kidron Valley below the Mount of Olives, is a Greek Orthodox and Armenian shrine traditionally venerated as the burial place of the Virgin Mary.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,55,قبر مريم,قبر مريم، في وادي قدرون أسفل جبل الزيتون، مزار أرثوذكسي وأرمني يُبجَّل تقليدياً كمكان دفن السيدة العذراء.,"The Tomb of Mary, in the Kidron Valley below the Mount of Olives, is a Greek Orthodox and Armenian shrine traditionally venerated as the burial place of the Virgin Mary.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsEBre6Zh8B9enGMOEb72PlKHcJY_hsrqM7MQbfdZyhAYWXSV4m6mXHRw&s=10
195,St. Mary Magdalene Monastery,Religious,Jerusalem,Medium,All,Religious,"St. Mary Magdalene Monastery, with its distinctive golden onion domes, is a Russian Orthodox convent on the Mount of Olives overlooking Jerusalem's Old City.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,30,دير مريم المجدلية,دير مريم المجدلية، بقبابه الذهبية المميزة على شكل بصلة، دير أرثوذكسي روسي على جبل الزيتون يطل على البلدة القديمة بالقدس.,"St. Mary Magdalene Monastery, with its distinctive golden onion domes, is a Russian Orthodox convent on the Mount of Olives overlooking Jerusalem's Old City.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTopX6lNzIGTZJaJVchXWM4A6UxcMwJcmpxrdD91VVmqw&s=10
196,St. Theodore Monastery,Religious,Jerusalem,Medium,All,Religious,St. Theodore Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,50,دير القديس ثيودور,دير القديس ثيودور موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Theodore Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEpNUejaZqQiTUj0JcWOKFs7FJ19AKmFbXaTR2UAPszQ&s=10
197,St. Georgios Monastery,Religious,Jerusalem,Medium,All,Religious,St. Georgios Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,35,دير القديس جيورجيوس,دير القديس جيورجيوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Georgios Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZYd_Wx_dFPr0gwF9S3c4N7x37RS-75iOORt9g9NSs3Avytb90ZQ1Y1X8&s=10
198,St. Vasileos Monastery,Religious,Jerusalem,Medium,All,Religious,St. Vasileos Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,25,دير القديس فاسيليوس,دير القديس فاسيليوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Vasileos Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOsZs3ilK6XUSaWLzeMQqB6isU7aWvAcqXkopHHAetZw&s=10
199,Mar Elias Monastery,Religious,Bethlehem,Low,All,Religious,A monastery near Al-Khader associated with the prophet Elijah and a familiar landmark on the Bethlehem–Hebron road.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0,دير مار الياس,دير قرب الخضر مرتبط بالنبي إلياس ومعلم مألوف على طريق بيت لحم-الخليل.,A monastery near Al-Khader associated with the prophet Elijah and a familiar landmark on the Bethlehemâ€“Hebron road.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe1NRWnvNkOtFtLteWJTk3IQ4_y9aLMpHCJ3oKOCJ2_Dg8u8oI_0EYtKM&s=10
200,St. Efthimios Monastery,Religious,Jerusalem,Medium,All,Religious,"St. Efthimios Monastery is a Greek Orthodox monastic site associated with St. Euthymius, a prominent figure in early monasticism in the Judean Desert.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,45,دير القديس أفثيميوس,دير القديس أفثيميوس موقع ديري أرثوذكسي يوناني مرتبط بالقديس أفثيميوس، من الشخصيات البارزة في الرهبنة المبكرة في برية يهودا.,"St. Efthimios Monastery is a Greek Orthodox monastic site associated with St. Euthymius, a prominent figure in early monasticism in the Judean Desert.",https://dannythedigger.com/wp-content/uploads/Euthymius-Monastery.jpg
201,St. Michael Monastery,Religious,Jerusalem,Medium,All,Religious,St. Michael Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,20,دير القديس ميخائيل,دير القديس ميخائيل موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Michael Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://info.wafa.ps/userfiles/image/holy_places4.jpg
202,St. Nicholas Monastery,Religious,Jerusalem,Medium,All,Religious,St. Nicholas Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,40,دير القديس نيقولاوس,دير القديس نيقولاوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Nicholas Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLFtdBk9Hg6t1a0F9rLM0NbNnYMvhB1AHxk6hYX1iAhEfgeAUaJpP-TEw&s=10
203,St. Dimitrios Monastery,Religious,Jerusalem,Medium,All,Religious,St. Dimitrios Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,25,دير القديس ديمتريوس,دير القديس ديمتريوس موقع ديري أرثوذكسي يوناني صغير في منطقة القدس.,St. Dimitrios Monastery is a small Greek Orthodox monastic site in the Jerusalem area.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvxEyqDSeAcRXG4EfT0hk-XXqzdyvsoQsJ5t8kZj5DbztD0end3WI8jV0&s=10
204,Museum of the Greek Orthodox Patriarchate,Museum,Jerusalem,High,Family,Cultural,"The Museum of the Greek Orthodox Patriarchate displays religious artifacts, manuscripts, and vestments related to the Patriarchate's long history in Jerusalem.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,105,متحف البطريركية الأرثوذكسية اليونانية,يعرض متحف البطريركية الأرثوذكسية اليونانية القطع الدينية والمخطوطات والحلل المرتبطة بتاريخ البطريركية العريق في القدس.,"The Museum of the Greek Orthodox Patriarchate displays religious artifacts, manuscripts, and vestments related to the Patriarchate's long history in Jerusalem.",https://info.wafa.ps/userfiles/image/musemus-10.jpg
