ID,Place_Name,type,City,Budget_Level,Age_Group,Trip_Type,Description,Latitude,Longitude,Coordinate_Source,Geocode_Status,Estimated_Cost_ILS
222,Wadi El-Leymoun-Aboud Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A trail connecting citrus-growing rural landscapes and historic village surroundings near Aboud.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,5
223,Wadi al-Jamal Nature Area,Nature & Trails,Bethlehem,Low,Youth,Adventure,"An open valley landscape near Bethlehem suitable for guided walks, views, and outdoor nature activities.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,15
224,Artas Valley Gardens,Nature & Trails,Bethlehem,Low,Family,Relaxing,A fertile spring-fed valley with gardens and agricultural terraces that is well suited to a calm family outing.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,5
225,Al-Auja Nature Reserve,Nature & Trails,Jericho,Low,Family,Relaxing,"A spring-fed oasis north of Jericho with palms, open landscapes, and rural walking opportunities.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,5
226,Ein Feshkha Springs,Nature & Trails,Jericho,Medium,All,Relaxing,"Wetland springs near the Dead Sea known for warm lowland scenery, water sources, and wildlife habitat.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,20
227,Jericho Oasis Palm Groves,Nature & Trails,Jericho,Low,Family,Relaxing,Palm groves and agricultural plots create an accessible landscape for relaxed walks and family sightseeing.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
228,Ramallah Municipal Park,Family/Recreational,Ramallah,Low,Family,Family,"A long-established public park with green space, family seating, entertainment areas, and a musical fountain.",31.922055,35.21174,OpenStreetMap Photon,Matched,5
229,"Family Park, Ramallah",Family/Recreational,Ramallah,Low,Family,Family,"A neighbourhood park with a children’s playground, seating, and a multipurpose activity building.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,15
230,Yousef Qaddoura Park,Family/Recreational,Ramallah,Low,Family,Family,"A community recreation park with sports courts, outdoor fitness equipment, a skate area, and event space.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,0
231,Al-Bayyara Garden,Family/Recreational,Ramallah,Low,Family,Family,A small landscaped garden with children’s play areas and comfortable family seating in Al-Masyoun.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,15
232,Garden of the Nations,Family/Recreational,Ramallah,Low,All,Relaxing,"A central municipal garden designed for quiet sitting, walking, and community activities.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,5
233,Al-Istiqlal Park,Family/Recreational,Ramallah,Low,Family,Family,"A public park between Ramallah and Al-Bireh with green spaces, play facilities, seating, and outdoor gathering areas.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,5
234,Radana Park,Family/Recreational,Ramallah,Low,Family,Family,A wooded city park offering shaded paths and open areas for informal recreation.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,10
235,San Fernando Park,Family/Recreational,Ramallah,Low,Family,Family,A neighbourhood recreation space with greenery and facilities intended for local families and children.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,15
236,Al-Bireh Park,Family/Recreational,Ramallah,Low,Family,Family,"A public green space with walking areas, playground features, and room for family picnics and outdoor activity.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,0
237,Palestine Wildlife Society Nature Activities,Family/Recreational,Bethlehem,Medium,Family,Family,Environmental education and nature activities connected with Palestine’s wildlife and habitat conservation work.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,20
238,Battir Eco-Tourism Garden,Family/Recreational,Bethlehem,Low,Family,Relaxing,"A community-based rural setting where visitors can enjoy terraces, gardens, local food, and traditional agricultural scenery.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,5
239,Solomon's Pools Park Area,Family/Recreational,Bethlehem,Low,Family,Relaxing,The landscaped surroundings of the historic pools provide open space for picnics and relaxed visits alongside the waterworks.,31.688948,35.168849,OpenStreetMap Photon,Matched,10
240,Jericho Tourist Park,Family/Recreational,Jericho,Medium,Family,Family,"A recreation-oriented visitor area in Jericho designed for breaks, family activities, and access to local attractions.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,35
241,Jericho Agro-Tourism Farms,Family/Recreational,Jericho,Medium,Family,Family,"Working farms and agricultural visits showcase Jericho’s dates, citrus, vegetables, and oasis-based food production.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,50
242,Aqabat Jabr Community Park,Family/Recreational,Jericho,Low,Family,Family,A local open space serving the community near Jericho with room for children’s play and outdoor gatherings.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,15
243,Al-Sawahreh Viewpoint Trails,Nature & Trails,Jericho,Low,Youth,Adventure,Open hillside viewpoints in the Jericho region provide broad views toward the Jordan Valley and Dead Sea basin.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,20
244,Ein Qiniya Valley Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A countryside walking route through olive-covered hills and seasonal valley scenery west of Ramallah.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,10
245,Taybeh-Ein Samiya Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A rural route linking Taybeh’s hill landscapes with spring and valley scenery toward Ein Samiya.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,10
246,Wadi al-Makhrour Nature Landscape,Nature & Trails,Bethlehem,Low,All,Relaxing,"A protected cultural landscape of terraces, olive trees, and valley views near Beit Jala and Battir.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,5
247,Wadi al-Quff Family Picnic Area,Family/Recreational,Hebron,Low,Family,Family,"A recreation-focused part of the Wadi al-Quff landscape suitable for picnics, shaded rest, and easy outdoor time.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,10
248,Hebron Agricultural Terraces Walk,Nature & Trails,Hebron,Low,All,Relaxing,"A rural walking experience through traditional stone terraces, olive groves, and southern Palestinian countryside.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,10
249,Dura Countryside Trails,Nature & Trails,Hebron,Low,Youth,Adventure,"Open countryside routes around Dura offer hill views, agricultural landscapes, and opportunities for guided hiking.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,15
250,Halhul Vineyard Landscapes,Nature & Trails,Hebron,Low,All,Relaxing,The highland vineyards around Halhul create a distinctive agricultural landscape for seasonal rural visits.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,15
251,Bani Na'im Countryside Viewpoints,Nature & Trails,Hebron,Low,Youth,Adventure,Rural viewpoints around Bani Na’im look across the southern hills and are best visited with local guidance.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,10
252,Bethlehem Community Garden,Family/Recreational,Bethlehem,Low,Family,Family,A small-scale community green space offering informal recreation and a relaxed setting for local families.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,15
253,Beit Jala Public Park,Family/Recreational,Bethlehem,Low,Family,Family,"A municipal-style green area in Beit Jala intended for walking, sitting, and children’s outdoor play.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,10
254,An-Najah National University,Education,Nablus,High,Youth,Educational,"An-Najah National University, in Nablus, is one of the largest and most prominent Palestinian universities, with a campus of historic and modern significance.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,130
255,Al Manara Square,Historic Old City,Ramallah,Low,All,Cultural,"Ramallah’s central square is known for its lion statues and lively streets, making it a practical starting point for exploring the city.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,20
256,Yasser Arafat Tomb,Historic,Ramallah,Low,All,Religious,The memorial complex honors Yasser Arafat and combines national memory with a distinctive modern architectural setting.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,0
257,Yasser Arafat Museum,Museum,Ramallah,Medium,Youth,Cultural,"The museum presents the history of the Palestinian national movement through documents, personal objects, and multimedia displays.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,45
258,Ramallah Cultural Palace,Cultural,Ramallah,Medium,Family,Family,"A major venue for Palestinian theatre, music, exhibitions, and public cultural events.",31.8916,35.191006,OpenStreetMap Photon,Matched,25
259,Dar Zahran Heritage Building,Museum,Ramallah,Medium,Family,Cultural,"This restored heritage house in the old centre hosts photography, art, and exhibits connected to Ramallah’s urban memory.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,50
260,Mahmoud Darwish Museum,Museum,Ramallah,Medium,Youth,Cultural,"The museum and memorial space celebrates Mahmoud Darwish’s poetry, life, and lasting contribution to Palestinian literature.",31.892586,35.203085,OpenStreetMap Photon,Matched,50
261,Khalil Sakakini Cultural Center,Family/Recreational,Ramallah,Medium,Youth,Family,"An independent cultural centre offering exhibitions, talks, workshops, and artistic programming in a historic setting.",31.898725,35.201753,OpenStreetMap Photon,Matched,50
262,The Palestinian Museum,Museum,Ramallah,Medium,Family,Cultural,"Located in Birzeit near Ramallah, the museum uses exhibitions, gardens, and research to interpret Palestinian history and culture.",31.963031,35.183383,OpenStreetMap Photon,Matched,55
263,Ottoman Court,Historic Old City,Ramallah,Low,All,Cultural,The nineteenth-century Ottoman-era stone building reflects Ramallah’s civic history and traditional urban architecture.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,5
264,Al-Hambra Palace,Historic Old City,Ramallah,Medium,All,Cultural,"This heritage mansion, dating to 1926, offers a glimpse of Palestinian domestic architecture and local hospitality.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,40
265,Greek Orthodox Church of the Transfiguration,Religious,Ramallah,Low,All,Religious,A functioning Orthodox church that represents Ramallah’s Christian heritage and community life.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,0
266,Holy Family Catholic Church,Religious,Ramallah,Low,All,Religious,A Catholic parish church serving the local community and visitors interested in Ramallah’s religious diversity.,31.90494,35.199654,OpenStreetMap Photon,Matched,0
267,Evangelical Lutheran Church,Religious,Ramallah,Low,All,Religious,A historic Protestant congregation whose church and community work form part of Ramallah’s modern heritage.,31.898947,35.201624,OpenStreetMap Photon,Matched,0
268,Taybeh Village,Historic Old City,Ramallah,Low,All,Cultural,"An ancient Christian village northeast of Ramallah, known for stone architecture, churches, and local traditions.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,15
269,"St. George Church, Taybeh",Religious,Ramallah,Low,All,Religious,"A historic church in Palestine’s only predominantly Christian village, associated with Taybeh’s long Christian tradition.",31.95275,35.302487,OpenStreetMap Photon,Matched,0
270,Taybeh Brewery,Family/Recreational,Ramallah,Medium,Youth,Family,Palestine’s first microbrewery offers pre-arranged tours and connects craft production with Taybeh’s seasonal cultural events.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,50
271,Birzeit Historic Village,Historic Old City,Ramallah,Low,All,Cultural,Birzeit’s old stone houses and village lanes preserve traditional architecture alongside a lively contemporary community.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,10
272,Birzeit University,Education,Ramallah,Medium,Youth,Educational,The university campus is a major Palestinian educational and cultural landmark with public events and architectural interest.,31.96005,35.182412,OpenStreetMap Photon,Matched,55
273,Ein Qiniya Valley,Nature & Trails,Ramallah,Low,Youth,Adventure,"A rural valley west of Ramallah suited to short walks, landscape viewing, and exploring olive-covered hills.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,15
274,Al-Bireh Old City,Historic Old City,Ramallah,Low,All,Cultural,"Historic lanes, traditional buildings, and religious landmarks in neighbouring Al-Bireh provide a broader urban heritage experience.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,20
275,Church of the Nativity,Religious,Bethlehem,Low,All,Religious,A UNESCO-listed basilica built over the traditional birthplace of Jesus and one of Palestine’s most important pilgrimage sites.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
276,Manger Square,Historic Old City,Bethlehem,Low,All,Cultural,The city’s principal public square sits beside the Church of the Nativity and connects major pilgrimage routes with cafés and markets.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
277,Milk Grotto Chapel,Religious,Bethlehem,Low,All,Religious,A small chapel traditionally associated with the Holy Family and known for its pale limestone grotto.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
278,Bethlehem Old City,Historic Old City,Bethlehem,Low,All,Cultural,"A network of historic lanes, stone houses, churches, workshops, and markets surrounding the Nativity complex.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
279,Shepherds' Field Greek Orthodox Church,Religious,Bethlehem,Low,All,Religious,A domed church in Beit Sahour associated with the biblical shepherds and built above ancient remains.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
280,Chapel of the Shepherds' Field,Religious,Bethlehem,Low,All,Religious,The Franciscan chapel commemorates the shepherds’ story and forms part of the pilgrimage landscape east of Bethlehem.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,0
281,Beit Sahour Old Town,Historic Old City,Bethlehem,Low,All,Cultural,"The historic centre of Beit Sahour combines stone architecture, Christian heritage, and access to the Shepherds’ Field sites.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,20
282,Walled Off Hotel Museum,Archaeological,Bethlehem,Medium,Youth,Adventure,Banksy’s museum and gallery near the separation wall presents political art and contemporary Palestinian perspectives.,31.719302,35.203156,OpenStreetMap Photon,Matched,60
283,Bethlehem Museum,Museum,Bethlehem,Medium,Family,Cultural,"A local heritage museum documenting Bethlehem’s traditions, historic objects, and social life.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,55
284,Palestinian Heritage Center,Museum,Bethlehem,Medium,Family,Cultural,"The centre presents Palestinian embroidery, costumes, crafts, and cultural traditions through displays and activities.",31.717338,35.202478,OpenStreetMap Photon,Matched,50
285,Solomon's Pools,Archaeological,Bethlehem,Low,Youth,Adventure,Three ancient reservoirs south of Bethlehem form a striking historic water system surrounded by wooded hills.,31.688166,35.170109,OpenStreetMap Photon,Matched,0
286,Mar Saba Monastery,Religious,Bethlehem,Medium,Youth,Religious,A dramatic Greek Orthodox monastery built into the cliffs of the Kidron Valley and reached through a rugged landscape.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,35
287,Artas Village and Springs,Nature & Trails,Bethlehem,Low,Youth,Adventure,"A fertile valley south of Bethlehem known for springs, gardens, agricultural traditions, and the historic convent nearby.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,10
288,"St. George Monastery, Al-Khader",Religious,Bethlehem,Low,All,Religious,A local Christian shrine and monastery connected with Al-Khader’s religious traditions and annual celebrations.,31.844076,35.411778,OpenStreetMap Photon,Matched,0
289,Battir Terraces,Nature & Trails,Bethlehem,Low,Youth,Adventure,"UNESCO-listed agricultural terraces with ancient water channels, olive groves, and scenic walking routes west of Bethlehem.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,15
290,Beit Jala Old City,Historic Old City,Bethlehem,Low,All,Cultural,"Historic lanes, stone houses, churches, and olive-growing traditions define this hillside town beside Bethlehem.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,10
291,"St. Nicholas Church, Beit Jala",Religious,Bethlehem,Low,All,Religious,A historic church representing Beit Jala’s Christian heritage and its long-standing local religious community.,31.715736,35.185807,OpenStreetMap Photon,Matched,0
292,Cremisan Monastery and Valley,Religious,Bethlehem,Medium,Youth,Religious,"A monastery and vineyard landscape near Beit Jala, valued for its religious history and views across the surrounding hills.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,30
293,Bethlehem Peace Center,Family/Recreational,Bethlehem,Medium,Family,Family,"A central cultural and visitor facility beside Manger Square that hosts exhibitions, events, and tourism information.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,60
294,Ibrahimi Mosque / Cave of the Patriarchs,Religious,Hebron,Low,All,Religious,A major sacred complex in Hebron associated with the patriarchs and central to the city’s religious and historical identity.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
295,Hebron Old City,Historic Old City,Hebron,Low,All,Cultural,"The UNESCO-listed old city contains Mamluk architecture, covered markets, historic houses, and important religious sites.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
296,Old Hebron Museum,Museum,Hebron,Medium,Family,Cultural,The museum in a rehabilitated historic building presents local stories and a three-dimensional interpretation of the nearby old city.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,60
297,Hebron Glass and Ceramic Factory,Historic Old City,Hebron,Medium,Family,Family,"Traditional workshops demonstrate Hebron’s distinctive coloured glass and ceramic production, with opportunities to buy locally made pieces.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,25
298,Al-Jabari Palace,Historic Old City,Hebron,Low,All,Cultural,A historic urban palace reflecting Hebron’s traditional architecture and the city’s former elite residential culture.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,10
299,Qasr al-Basha,Historic Old City,Hebron,Low,All,Cultural,A historic building in the old city that illustrates Hebron’s Ottoman and civic architectural layers.,31.50451,34.466268,OpenStreetMap Photon,Matched,10
300,Al-Haram Al-Ibrahimi Museum,Museum,Hebron,Medium,Family,Cultural,A heritage-oriented museum experience connected with the sacred complex and Hebron’s long religious history.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,55
301,Hebron's Old Souq,Historic Old City,Hebron,Low,All,Cultural,"Covered market streets offer traditional foods, household goods, leather, ceramics, and everyday views of old Hebron commerce.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
302,Hebron Pottery Workshops,Family/Recreational,Hebron,Medium,Family,Family,Traditional pottery studios preserve local craft skills and provide an opportunity to see handmade Palestinian ceramics.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,50
303,Mamre / Oak of Abraham,Religious,Hebron,Low,All,Religious,A religiously significant site near Hebron associated with Abrahamic tradition and the ancient landscape of Mamre.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
304,Russian Orthodox Church of the Holy Trinity,Religious,Hebron,Low,All,Religious,A church and pilgrimage site in the Hebron area connected with Orthodox religious heritage and the Mamre tradition.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
305,Tel Rumeida,Archaeological,Hebron,Low,Youth,Adventure,An archaeological hill within Hebron containing remains from several historical periods and views over the old city.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,10
306,Oak of Sibta,Nature & Trails,Hebron,Low,Youth,Adventure,A celebrated ancient oak associated with the Mamre landscape and Abrahamic traditions near Hebron.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
307,Haram al-Rama,Archaeological,Hebron,Low,Youth,Adventure,An elevated historical site near Hebron with archaeological remains and broad views over the southern hill country.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,15
308,Halhul Old Town,Historic Old City,Hebron,Low,All,Cultural,"The old centre of Halhul preserves traditional stone buildings, religious landmarks, and the character of a historic hill town.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
309,Nabi Yunis Mosque,Religious,Hebron,Low,All,Religious,A prominent mosque and shrine in Halhul associated with the prophet Yunis and visible from the surrounding highlands.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
310,Beit al-Rass Heritage Village,Historic Old City,Hebron,Low,All,Cultural,A rural heritage setting where traditional stone structures and agricultural landscapes illustrate the southern West Bank’s village culture.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
311,Dura Old City,Historic Old City,Hebron,Low,All,Cultural,Dura’s historic centre and surrounding hills reflect a long settlement history and traditional southern Palestinian architecture.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,5
312,Bani Na'im Shrine of Lot,Religious,Hebron,Low,All,Religious,A religious site in Bani Na’im associated with the prophet Lot and the town’s local pilgrimage traditions.,31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0
313,Tell es-Sultan / Ancient Jericho,Archaeological,Jericho,Medium,Youth,Adventure,"One of the world’s best-known ancient settlement mounds, with Neolithic remains, an early tower, and the spring-fed landscape of Jericho.",31.870756,35.439375,OpenStreetMap Photon,Matched,30
314,Mount of Temptation,Nature & Trails,Jericho,High,Youth,Adventure,The dramatic cliff above Jericho combines a steep landscape with religious tradition and access by hiking route or cable car service.,31.868894,35.443646,OpenStreetMap Photon,Matched,70
315,Monastery of the Quarantul,Religious,Jericho,High,Youth,Religious,A Greek Orthodox monastery built into Mount of Temptation and reached through a striking desert cliff setting.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,70
316,Ein as-Sultan Spring,Nature & Trails,Jericho,Low,Youth,Adventure,The spring that sustains Jericho’s oasis makes a pleasant stop and helps explain the city’s exceptionally old settlement history.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
317,Russian Museum and Gardens,Nature & Trails,Jericho,Medium,Youth,Adventure,A museum and landscaped complex presenting Russian and local connections in the Jericho area.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,30
318,Sycamore Tree of Zacchaeus,Religious,Jericho,Low,All,Religious,A famous living landmark associated with the Gospel story of Zacchaeus and the city’s Christian pilgrimage tradition.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
319,Nabi Musa Shrine,Religious,Jericho,Low,All,Religious,"A significant Islamic shrine and pilgrimage complex in the Jericho region, traditionally associated with the prophet Moses.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
320,Wadi Qelt,Nature & Trails,Jericho,Medium,Youth,Adventure,"A dramatic desert valley with springs, cliffs, and ancient paths extending toward the Jordan Valley and St. George’s Monastery.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,35
321,"St. George's Monastery, Wadi Qelt",Religious,Jericho,Low,Youth,Religious,A cliffside Orthodox monastery reached through the Wadi Qelt landscape and valued for its architecture and spiritual setting.,31.844076,35.411778,OpenStreetMap Photon,Matched,0
322,Jesus' Baptism Site on the Jordan River,Religious,Jericho,Medium,All,Religious,A pilgrimage destination on the Jordan River associated with the baptism of Jesus and the wider religious landscape of Jericho.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,50
323,Jericho Oasis,Nature & Trails,Jericho,Low,Family,Adventure,"Palm groves, agricultural plots, and warm lowland scenery define the oasis around the city and make it suitable for relaxed exploration.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,5
324,Jericho Cable Car,Family/Recreational,Jericho,High,Family,Family,The cable car provides an elevated approach toward Mount of Temptation and panoramic views over Jericho and the Jordan Valley.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,85
325,Jericho Archaeological Museum,Archaeological,Jericho,Medium,Youth,Adventure,The museum supports visits to the ancient sites by displaying archaeological material from Jericho and the surrounding region.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,30
326,Tell es-Samarat,Archaeological,Jericho,Low,Youth,Adventure,An archaeological location in the Jericho area that contributes to the region’s record of ancient settlement and agriculture.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,10
327,Hasmonean and Herodian Palaces,Historic Old City,Jericho,Medium,All,Cultural,The palace remains near Jericho show the city’s importance as a winter residence during the Hasmonean and Herodian periods.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,25
328,Wadi Nuway'ima,Nature & Trails,Jericho,Low,Youth,Adventure,A dry valley and rural landscape north of Jericho suited to landscape viewing and outdoor exploration with local guidance.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,20
329,Deir Hajla Monastery,Religious,Jericho,Low,All,Religious,"A Greek Orthodox monastery in the Jericho region, known for its desert setting and pilgrimage associations.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
330,Jericho Old Tell Area,Archaeological,Jericho,Low,Youth,Adventure,The area around the ancient tell connects modern Jericho with one of the earliest urban landscapes known in the region.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,0
331,Dead Sea Shore near Jericho,Nature & Trails,Jericho,Medium,Youth,Adventure,"The nearby Dead Sea shore offers a distinctive lowland landscape and salt-water experience, subject to access and local conditions.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,45
